Name,Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
Jonathon Carter,13,Other,10th,4.7,7.3,64,10,0.7,1,1,2,0,1.2,29,6,3.3,0.7,1.1,Social Media,5,3.6,6.8
Stephen Cohen,14,Female,7th,5.5,6.6,90,4,1.1,7,5,10,1,1.3,106,17,4.0,0.7,1.4,Social Media,7,7.1,10.0
Amber Murphy,14,Other,7th,4.1,3.6,100,8,0.8,10,4,4,1,0.6,31,17,1.5,1.7,0.9,Social Media,3,4.1,9.5
Logan Hill,18,Other,9th,8.2,7.3,62,6,2.5,1,4,10,0,1.4,84,13,0.6,0.2,1.4,Gaming,6,7.5,9.6
Michael Brown,14,Female,8th,2.2,8.4,77,2,0.1,7,6,5,1,0.0,81,13,1.2,0.4,0.7,Browsing,4,6.8,3.8
Michelle Thompson,13,Other,10th,2.5,6.1,80,8,0.2,7,5,10,0,1.0,50,7,2.2,0.4,0.7,Social Media,8,3.5,4.5
Maria Maddox,18,Male,9th,4.4,6.6,63,7,0.0,10,10,5,1,0.3,136,6,3.1,3.5,0.0,Browsing,4,5.4,10.0
Joshua Alvarez,16,Other,12th,6.8,10.0,79,3,0.9,7,2,9,0,0.3,117,18,1.4,0.7,0.9,Social Media,8,3.7,9.8
Caitlin Stanley,15,Female,12th,6.2,4.6,72,5,1.7,6,9,4,0,1.4,32,7,1.5,1.0,0.0,Other,6,6.8,8.4
Jonathan Olson,14,Other,10th,3.9,6.6,50,6,0.0,6,8,2,0,0.6,34,18,1.9,1.3,0.5,Education,3,6.4,8.1
Lee Gaines,19,Other,7th,9.5,6.7,59,2,0.6,8,8,7,0,1.0,79,17,2.6,0.0,2.1,Gaming,1,8.7,10.0
Johnny Peterson,14,Female,7th,3.6,7.2,85,5,0.0,1,5,6,1,1.0,109,15,2.9,1.2,2.3,Gaming,3,7.5,9.3
Albert Williams,16,Male,9th,4.4,4.7,69,4,0.4,3,4,3,1,0.2,119,8,2.6,2.0,2.6,Other,2,9.4,10.0
Christine Wallace,13,Female,9th,7.1,4.9,61,1,1.5,9,7,2,0,0.4,86,14,2.2,1.5,1.9,Browsing,10,4.6,10.0
Nicholas Turner,15,Male,7th,5.9,8.3,73,0,1.2,5,6,8,1,0.8,93,12,1.8,1.1,0.4,Gaming,3,7.5,8.9
Terrence Newman,18,Female,12th,5.0,7.6,100,8,1.1,4,3,8,0,0.0,100,12,2.5,1.8,1.1,Other,4,5.6,9.9
Alexandra Alvarez,14,Male,9th,4.0,5.1,87,10,2.1,5,4,6,0,0.8,45,14,1.5,1.8,0.3,Social Media,4,7.0,8.4
Gregory Williams,19,Male,12th,4.2,6.0,58,6,1.1,3,10,8,1,0.6,47,8,2.2,3.4,0.3,Gaming,4,7.7,9.3
Kenneth Cisneros,18,Other,11th,4.7,6.4,97,6,0.6,7,5,1,1,1.0,36,18,2.2,2.5,0.0,Social Media,5,2.9,10.0
Danielle Moore,14,Female,8th,2.2,5.5,56,6,1.1,2,7,8,0,0.1,42,19,1.1,2.9,2.2,Other,9,6.7,8.1
Amber Brown,13,Female,12th,4.7,5.6,90,6,1.5,10,10,7,1,0.6,127,9,2.3,1.9,0.9,Gaming,5,1.0,10.0
Rebecca Fisher,15,Female,12th,7.1,4.7,80,5,1.2,1,8,7,1,1.0,148,17,2.7,0.3,1.5,Social Media,7,6.7,10.0
Jamie Henderson,19,Male,12th,1.1,3.8,88,7,0.4,1,10,5,0,0.0,144,15,2.6,1.0,1.4,Gaming,5,8.2,8.7
Aaron Campbell,15,Female,12th,4.9,6.7,61,10,2.3,8,6,10,1,1.1,73,9,2.0,2.9,1.1,Other,9,2.6,9.7
Amy Marshall,19,Female,11th,4.9,7.2,54,8,1.6,3,2,1,1,0.2,115,6,2.0,2.8,1.8,Other,1,5.5,9.6
Kristopher Stewart,18,Male,7th,6.2,6.9,54,2,0.0,1,10,1,1,1.1,132,13,2.5,1.2,0.8,Education,1,5.4,10.0
Susan Phelps,14,Female,9th,3.2,8.4,52,5,1.2,8,2,9,1,0.3,116,15,3.1,0.6,1.5,Social Media,6,6.1,8.0
Nicole Jones,16,Male,11th,7.7,7.4,50,10,1.8,8,2,10,0,0.8,26,10,2.7,2.3,0.9,Education,10,3.8,10.0
William Day,18,Male,12th,3.9,5.5,94,3,0.6,9,9,3,0,1.3,79,9,2.6,1.3,1.3,Education,9,4.9,8.4
Michael Lowe,18,Other,8th,5.7,7.5,67,8,1.0,1,10,10,0,0.8,103,10,0.7,2.2,0.6,Other,2,6.4,8.9
Carol Thomas,15,Female,9th,0.0,7.8,61,7,0.8,7,2,3,1,1.1,76,14,3.6,0.7,1.0,Education,7,8.9,4.7
Samantha Martin,13,Female,11th,3.2,4.4,81,10,3.0,5,9,9,1,1.1,20,6,2.3,3.6,1.1,Other,5,5.5,8.5
Deanna Heath,17,Female,10th,10.3,7.0,57,2,0.4,6,9,4,0,1.0,136,20,3.9,1.7,0.2,Browsing,10,8.7,10.0
Catherine Shaw,17,Male,8th,3.3,5.3,97,0,0.0,6,5,5,0,1.0,114,20,2.2,1.4,0.4,Education,2,5.1,10.0
Lisa Wallace,19,Female,12th,4.2,7.3,81,5,0.7,9,8,5,1,1.1,28,15,3.0,2.2,0.6,Gaming,4,8.0,9.3
Christopher Green,17,Male,7th,1.1,5.5,78,0,0.8,9,1,7,1,0.6,126,11,2.7,0.6,0.4,Social Media,5,7.1,6.4
John Tucker,14,Other,10th,5.9,4.4,62,0,0.0,4,4,7,0,1.8,123,8,4.0,2.7,0.1,Gaming,3,6.8,10.0
Robert Moss,14,Female,9th,7.2,7.2,87,1,0.1,2,2,10,1,0.8,145,9,0.7,1.5,0.0,Social Media,6,6.6,10.0
Amanda Campbell,14,Other,12th,5.3,6.4,100,10,0.0,2,5,5,1,0.0,112,17,1.8,3.3,0.7,Gaming,7,6.4,10.0
Tony Williams,19,Other,10th,4.5,5.9,92,5,0.4,1,2,6,0,0.7,32,20,2.5,1.4,0.1,Gaming,8,6.9,10.0
Kimberly Hernandez,15,Other,11th,5.2,6.2,69,2,1.2,5,4,5,0,0.6,91,17,3.3,1.3,1.0,Gaming,2,6.1,10.0
Lance Kim,16,Male,9th,3.0,7.2,94,8,0.8,1,6,7,0,1.7,83,14,1.4,3.6,0.9,Browsing,4,4.6,8.9
Kristen Jones,18,Other,8th,8.0,6.4,74,8,1.2,3,9,7,1,0.4,67,9,4.0,2.4,0.4,Other,9,5.5,10.0
Tony Erickson,16,Male,7th,4.8,5.2,66,5,2.7,10,6,1,1,0.8,102,10,1.6,1.7,1.6,Other,1,8.7,9.5
Joseph Davis,19,Male,10th,4.1,5.2,78,5,1.1,4,1,8,1,1.8,110,19,2.9,2.7,1.2,Education,3,3.1,10.0
Michael Baker,14,Female,9th,6.9,6.1,55,9,1.0,9,5,9,1,0.0,39,13,1.7,0.6,0.0,Browsing,7,6.4,9.5
Cynthia Caldwell,15,Male,9th,6.5,6.0,82,8,0.0,3,9,8,0,1.6,59,9,2.7,4.0,0.0,Education,4,6.3,10.0
Cindy Roth,16,Female,11th,3.7,6.1,59,4,1.3,8,1,4,1,1.3,100,13,3.8,3.3,1.0,Other,4,4.6,10.0
Angela Duncan,17,Male,9th,5.5,8.5,64,8,0.0,9,9,1,0,0.6,41,7,2.3,2.7,0.3,Other,10,7.0,8.5
Ruth Kim,15,Male,12th,5.1,4.9,59,5,0.0,9,4,6,1,0.9,20,18,2.8,0.3,2.3,Social Media,3,4.5,9.8
Maria Morris,16,Female,9th,3.6,4.7,100,0,0.9,8,4,8,1,0.6,53,8,3.9,1.5,1.4,Browsing,7,7.5,9.3
Andrea Johnson,17,Other,8th,8.9,4.8,80,3,1.6,8,9,6,0,1.4,60,10,1.9,2.9,0.3,Gaming,3,6.0,10.0
Jade Burns,14,Other,8th,5.0,8.8,72,1,0.5,5,8,10,0,0.5,69,20,3.0,2.2,0.0,Social Media,7,4.1,10.0
Ann Adams,14,Female,10th,5.3,6.3,51,0,1.4,1,8,7,0,0.8,20,10,1.0,0.0,0.1,Other,8,6.6,5.5
Aaron Blake,15,Other,11th,3.7,7.2,66,3,0.0,7,7,7,0,1.4,141,12,4.4,2.9,2.0,Browsing,5,4.1,10.0
Shirley Ortiz,17,Male,10th,4.4,7.3,98,3,2.4,6,2,3,1,1.5,85,20,2.6,3.1,0.4,Education,9,7.2,10.0
Raymond Lewis,13,Other,8th,5.3,5.3,72,8,2.2,3,2,5,0,1.6,110,14,5.0,2.0,0.7,Other,8,4.7,10.0
Jennifer Vang,19,Male,7th,7.0,7.5,79,6,1.6,2,9,5,0,1.5,45,17,2.9,1.3,1.3,Education,10,1.5,10.0
Kyle Escobar,14,Other,12th,6.2,4.4,99,10,1.0,2,10,9,0,1.1,131,8,0.8,1.9,1.3,Other,3,9.5,10.0
Peter Bautista,15,Male,10th,4.8,5.3,68,7,0.0,7,9,2,1,1.5,97,7,2.0,1.7,0.0,Social Media,3,3.8,9.2
Kelly Glover,19,Other,9th,5.3,7.1,82,7,0.0,2,9,1,0,1.0,89,14,1.8,2.1,1.6,Other,8,3.4,10.0
Tristan Tate,14,Female,11th,5.0,6.9,72,2,2.2,10,3,8,0,1.1,92,12,2.6,0.9,1.1,Social Media,2,5.1,9.3
Barbara Allen,18,Female,10th,3.3,8.2,96,9,0.6,6,5,6,1,0.8,40,7,3.4,2.1,0.8,Other,4,7.0,6.9
Wendy Perry,16,Female,12th,6.1,3.2,60,4,0.5,5,8,1,1,1.3,48,11,2.0,2.8,0.4,Other,4,7.5,10.0
Faith Thomas,15,Male,10th,2.3,7.8,69,9,0.0,2,2,9,0,0.5,72,8,2.7,1.4,0.2,Social Media,10,5.8,5.5
Justin Ballard,13,Male,12th,4.7,8.8,74,8,1.1,5,6,2,0,0.5,143,10,3.0,1.2,0.1,Other,9,6.6,9.4
William Daniel,19,Other,12th,6.5,6.7,100,9,0.0,2,2,10,0,1.1,123,13,2.8,0.1,1.2,Gaming,7,6.5,10.0
Holly Rollins,15,Other,7th,5.1,8.4,85,0,1.3,6,1,4,0,1.5,127,20,3.0,0.6,0.8,Social Media,1,7.4,10.0
Ann Bennett,15,Female,8th,3.5,6.6,92,7,2.2,4,5,6,0,1.6,29,15,3.4,1.6,1.1,Gaming,2,8.9,8.8
Kevin Anthony,15,Male,8th,4.7,6.3,65,9,0.1,7,9,8,1,0.4,113,11,3.2,0.8,0.1,Education,3,5.6,10.0
Jaclyn Kidd,18,Male,10th,3.5,5.5,53,0,1.1,9,6,5,1,1.4,128,7,2.5,1.7,2.4,Other,5,3.9,8.9
Frank Lopez,16,Female,9th,5.2,6.0,98,5,0.0,8,3,1,0,1.0,39,7,3.3,0.0,0.0,Other,3,7.7,7.7
Andrew Pratt,16,Male,8th,4.9,6.1,51,4,1.1,9,6,9,1,0.8,142,18,0.4,1.7,0.5,Other,10,6.7,10.0
Beverly Miranda,19,Male,10th,8.3,7.1,95,1,1.9,4,1,3,1,1.5,53,6,3.4,0.0,1.6,Browsing,6,5.2,10.0
Jill Garcia,14,Other,8th,2.6,6.0,68,0,0.0,6,9,6,0,0.9,122,20,1.4,1.2,0.6,Social Media,9,6.4,8.6
John Solis,16,Other,7th,5.7,7.7,63,0,0.9,1,7,5,0,0.8,103,7,1.9,2.4,0.0,Other,1,6.3,9.6
Kevin Sanchez,16,Female,12th,4.7,8.1,89,1,0.6,10,9,4,1,0.4,86,15,0.8,0.9,0.6,Browsing,7,4.9,7.1
Jo Graham,14,Male,12th,4.0,8.4,69,5,1.5,8,9,9,0,1.4,131,10,0.0,1.5,1.3,Gaming,4,6.2,5.9
Angel Walker,13,Female,7th,2.2,8.4,96,10,0.0,10,4,9,0,1.2,49,11,2.1,1.4,1.9,Education,6,6.8,4.7
Daniel Glover,13,Female,9th,4.8,5.8,92,1,2.5,6,1,9,1,0.8,91,15,3.4,1.7,0.5,Social Media,1,9.4,10.0
Deborah Gonzalez,16,Other,8th,11.5,8.6,96,0,1.3,3,1,10,0,0.2,58,12,3.0,0.0,1.4,Browsing,5,4.8,10.0
Karen Arnold,15,Male,9th,5.8,8.2,62,2,0.0,8,7,7,1,1.1,138,16,3.8,2.6,1.5,Browsing,1,4.1,10.0
Parker Brown,15,Male,9th,7.6,4.5,78,8,1.7,6,10,9,1,0.0,33,17,1.1,2.6,0.0,Social Media,8,6.6,10.0
Latoya Caldwell,15,Male,7th,5.8,3.0,53,0,2.1,6,10,6,0,1.4,56,19,2.7,2.0,1.1,Gaming,8,3.6,10.0
Robert Mcconnell,17,Other,8th,5.0,7.9,63,5,1.7,5,4,8,0,1.3,21,16,2.7,0.0,1.3,Other,7,7.1,7.4
Dustin Spencer,14,Female,9th,4.5,6.5,93,7,1.0,2,1,4,1,0.8,97,16,2.4,1.6,1.0,Education,3,6.2,10.0
Aaron Webb,13,Female,10th,4.2,5.3,91,8,0.0,7,1,2,0,1.0,47,13,2.2,2.2,0.6,Other,8,6.2,9.5
Kelly Long,15,Other,9th,5.0,7.1,95,7,0.8,7,6,4,1,1.9,29,9,2.8,1.0,1.9,Education,1,6.5,7.6
Yolanda Diaz,14,Female,12th,3.8,4.9,93,8,2.8,5,5,3,0,0.2,47,10,3.6,2.0,1.1,Other,1,6.9,9.9
Ruth Goodwin,17,Female,11th,5.0,8.1,65,9,1.1,6,10,7,1,0.7,84,18,2.2,1.7,0.6,Social Media,7,4.7,10.0
Carol White,17,Male,12th,2.6,8.3,100,8,0.5,10,3,9,1,1.6,123,19,0.5,0.0,0.7,Gaming,7,6.7,5.2
Frank Williamson,19,Male,12th,6.2,8.2,59,0,1.8,9,6,5,1,1.4,104,14,2.9,2.1,1.2,Other,2,4.7,10.0
Jonathan Jimenez,17,Male,11th,4.6,4.7,88,6,1.9,8,1,6,1,1.6,66,19,1.9,0.5,0.7,Browsing,6,7.1,9.8
Tom Hall,16,Male,12th,3.2,6.7,81,8,0.8,1,8,8,1,0.5,75,6,3.8,0.8,1.5,Browsing,10,4.8,7.2
Jane Carpenter,16,Male,8th,5.9,7.7,93,3,1.5,7,1,10,1,0.9,99,11,3.2,1.7,1.0,Other,3,8.4,10.0
Regina Bryan,18,Male,9th,5.8,5.5,95,5,0.6,9,3,3,0,1.1,89,8,1.4,1.9,2.2,Education,6,6.7,9.7
John Gonzalez,19,Other,11th,3.3,6.0,89,6,0.1,3,10,8,0,0.1,124,15,2.4,1.5,0.6,Browsing,2,7.4,9.7
Wendy Jennings,16,Other,9th,5.6,4.1,92,6,0.5,9,2,10,0,1.1,38,9,2.8,2.2,1.0,Browsing,5,7.3,10.0
Jacob Bryant,15,Female,9th,6.7,6.5,50,5,1.0,6,4,4,1,1.6,71,10,1.3,1.4,1.6,Other,10,6.0,9.6
Gabriela Mason,14,Male,12th,8.3,7.9,59,10,0.5,9,5,4,1,0.3,117,19,1.6,2.0,2.0,Education,9,3.7,10.0
Kimberly Gonzalez,17,Other,11th,7.7,9.3,68,7,0.0,6,3,3,1,0.1,73,13,3.3,0.0,0.0,Education,10,6.5,10.0
Cory Wade,19,Male,11th,3.6,7.4,97,4,0.8,6,5,7,1,0.8,32,8,3.0,0.4,2.3,Education,8,8.3,5.5
Margaret Ortega,16,Female,12th,4.6,6.3,74,0,1.4,8,9,9,0,0.5,58,12,3.3,0.3,0.8,Social Media,4,10.1,8.6
Sandra Ellis,18,Other,7th,4.5,7.3,50,9,0.0,7,8,10,0,1.7,28,6,1.3,2.2,1.7,Browsing,7,3.6,6.1
Gary Hayes,15,Other,8th,6.2,6.2,56,1,0.3,9,2,8,0,1.4,89,15,2.4,1.7,0.9,Gaming,8,6.3,10.0
Angela Williams,14,Other,12th,4.1,6.8,78,3,1.0,3,7,10,1,1.9,103,20,3.0,0.2,2.0,Other,1,8.1,10.0
Tina Porter,18,Other,7th,8.0,5.9,84,5,1.6,7,6,3,0,0.5,34,17,4.0,0.9,0.9,Education,3,9.5,10.0
Stephanie Becker,13,Male,12th,6.2,3.8,72,9,0.0,6,4,3,0,1.2,40,19,3.5,0.2,0.7,Education,7,4.9,10.0
Jennifer Winters,19,Male,10th,8.0,5.7,57,7,0.5,7,3,9,1,0.5,29,13,1.7,0.0,0.5,Social Media,2,5.6,10.0
Brett Bray,19,Female,8th,4.3,4.9,100,8,2.2,2,6,3,0,1.1,124,9,2.2,0.8,0.4,Browsing,10,4.0,9.1
Tonya Parks,14,Male,12th,6.6,8.7,89,4,0.9,1,4,9,1,0.1,67,10,4.7,2.7,0.8,Social Media,2,6.8,10.0
Todd Peterson,19,Other,12th,4.3,5.4,80,5,1.1,1,8,6,1,0.5,23,13,2.1,2.2,0.6,Social Media,8,7.1,9.0
Diane Horn,19,Other,10th,2.5,6.7,90,10,0.3,7,7,3,1,1.2,41,9,2.9,2.8,0.9,Education,10,9.1,7.5
Kelly Marshall,16,Male,11th,6.2,7.1,51,1,0.4,3,1,6,1,1.1,21,11,2.8,3.3,0.7,Browsing,10,8.2,10.0
Casey Morton,18,Female,11th,5.9,5.9,58,0,1.6,9,4,9,1,0.4,44,10,2.8,2.4,0.3,Education,3,6.5,10.0
Juan Brown,14,Other,8th,2.7,6.0,71,5,0.0,1,4,5,1,0.2,145,7,1.8,3.2,0.2,Social Media,9,5.9,9.0
Richard Smith,13,Female,12th,4.6,5.5,52,3,0.6,1,6,3,1,1.0,57,7,2.1,0.7,0.6,Browsing,5,2.3,7.2
Shaun Bailey,15,Other,10th,1.7,5.4,50,10,1.5,4,2,4,0,0.5,75,6,3.2,1.1,0.2,Education,1,7.1,6.0
Denise Williams,13,Other,12th,5.9,6.4,79,10,1.6,4,5,5,0,0.2,117,15,2.8,2.5,0.6,Browsing,2,6.7,10.0
Darius Fry,15,Other,9th,6.1,7.3,94,0,0.2,8,3,4,0,0.0,54,16,5.0,1.7,0.7,Education,9,7.0,10.0
Joseph Morales,18,Male,8th,8.2,6.1,60,8,0.9,6,3,7,1,0.0,47,16,5.0,1.1,0.8,Education,3,4.9,10.0
Joshua Reyes,16,Male,12th,4.6,4.4,59,5,0.0,4,5,1,0,0.0,149,18,2.1,3.5,1.9,Other,7,5.2,10.0
Whitney Thompson,17,Other,12th,2.3,7.2,55,10,1.2,5,7,4,0,0.1,141,6,3.6,2.4,1.6,Gaming,8,5.8,8.7
Donald Hernandez,13,Male,12th,6.3,6.6,58,6,1.2,1,1,10,1,0.5,47,14,2.3,1.4,1.3,Browsing,1,5.1,10.0
Carly Garcia,19,Female,12th,6.8,6.9,100,7,1.1,1,7,7,1,0.0,68,17,2.9,2.1,0.8,Gaming,10,6.2,10.0
Cathy Fisher,14,Male,10th,4.7,6.1,59,10,0.0,5,8,2,1,0.5,111,8,2.1,3.1,2.4,Social Media,9,7.2,10.0
Christopher Cox,16,Male,12th,5.3,3.2,74,8,0.8,9,4,4,1,1.1,69,13,1.2,1.1,1.4,Social Media,1,5.7,10.0
Kathy Guerrero,15,Male,9th,3.5,5.2,59,2,2.3,9,3,10,0,0.8,81,14,3.5,2.2,0.8,Social Media,10,5.0,10.0
James Miller,14,Female,9th,8.8,6.9,59,8,1.7,10,9,9,1,1.5,84,19,4.4,0.3,1.3,Education,6,6.6,10.0
Dennis Lozano,14,Male,9th,3.2,6.2,86,9,1.0,6,1,4,1,1.3,130,19,1.6,2.1,0.2,Browsing,6,5.7,10.0
Nancy Hansen,16,Female,10th,4.2,6.7,63,6,0.1,2,7,10,0,1.6,32,15,2.1,1.4,1.0,Other,7,6.7,8.0
Jason Perez,14,Male,9th,2.3,5.5,74,5,0.0,7,8,8,1,0.8,78,19,1.2,1.6,2.3,Browsing,4,7.3,7.7
Matthew Lambert,17,Female,9th,5.0,8.9,78,9,0.5,7,1,10,1,1.1,147,13,2.4,1.7,1.8,Education,5,6.3,10.0
Heather Meyer,15,Male,12th,4.9,5.8,78,3,1.3,10,1,2,1,1.6,92,11,3.7,3.6,0.7,Social Media,3,4.2,10.0
Dominique Moore,15,Female,9th,2.7,3.6,71,1,0.0,5,6,6,0,1.8,50,7,2.3,2.9,2.1,Browsing,4,10.5,8.5
Cynthia Sanchez,17,Female,8th,5.6,5.0,78,9,1.3,4,4,10,0,0.4,22,13,0.8,1.3,1.6,Gaming,8,5.2,8.2
Hayley Jones,16,Other,7th,5.7,7.9,65,8,1.2,10,9,3,1,1.5,125,19,2.2,3.1,1.2,Gaming,5,6.4,10.0
Cindy Conley,19,Male,9th,4.4,5.9,82,10,2.3,1,10,5,1,1.5,94,15,2.0,1.4,1.4,Browsing,10,9.4,9.7
Hayden Hernandez,16,Male,7th,6.1,5.7,78,9,0.9,2,5,2,1,1.2,122,16,3.7,1.2,1.8,Gaming,1,5.8,10.0
Jessica Hodges,18,Other,7th,5.2,9.5,89,1,0.5,10,10,3,1,0.4,133,16,3.4,0.7,0.9,Education,1,7.1,10.0
Kylie Cohen,18,Female,11th,5.4,5.0,90,6,0.0,2,5,4,1,1.4,59,19,1.8,0.2,1.3,Social Media,1,5.4,9.9
Sheila Wright,16,Male,12th,4.6,5.9,81,7,1.5,6,1,7,0,1.2,53,5,0.4,2.0,1.7,Browsing,6,9.5,6.1
Rodney Sparks,14,Male,11th,2.1,6.7,71,10,2.1,4,1,8,0,1.2,22,7,3.2,1.4,1.5,Browsing,7,7.4,5.2
Robert Silva,17,Male,10th,6.2,6.7,96,8,0.0,5,2,6,0,2.1,35,19,3.9,0.7,2.0,Education,3,6.6,10.0
April Chen,19,Female,11th,5.6,4.5,51,2,1.4,9,4,4,0,1.1,143,11,1.7,1.6,0.5,Social Media,3,8.5,10.0
Michael Gibson,16,Male,12th,7.8,3.9,82,4,0.4,10,1,2,1,1.1,96,5,2.2,2.4,1.5,Social Media,7,4.4,10.0
Shelley Kim,14,Female,12th,6.2,6.6,74,8,0.0,8,1,8,0,1.4,84,13,1.2,1.0,0.0,Other,3,7.4,9.4
Paul Church,17,Female,12th,8.0,5.8,95,5,0.1,6,4,9,0,0.3,136,6,3.2,1.7,0.5,Other,5,8.4,10.0
Steven Prince,18,Other,12th,2.5,3.4,55,9,0.9,6,3,7,0,0.5,125,5,1.5,1.2,1.7,Social Media,7,4.8,7.0
Elizabeth Oliver MD,14,Female,8th,5.0,5.8,76,6,1.2,7,9,10,1,1.0,27,15,3.3,2.4,0.1,Social Media,6,9.0,10.0
April Rose,19,Other,8th,6.3,10.0,82,10,0.0,9,6,4,0,2.3,58,14,2.0,3.6,1.3,Education,1,4.6,10.0
Gina Miller,16,Female,11th,6.7,3.5,55,5,0.0,2,1,7,0,1.9,84,5,3.6,2.1,1.7,Education,10,7.7,10.0
David Vazquez PhD,18,Female,7th,1.4,4.5,66,7,0.4,8,10,1,1,2.1,113,17,2.7,2.5,1.0,Social Media,9,7.7,10.0
Ryan Schmidt,15,Other,12th,3.0,3.8,96,9,1.3,8,5,8,0,0.6,107,5,2.2,1.2,1.6,Social Media,9,4.9,7.6
Austin Hampton,19,Other,11th,1.9,4.3,68,8,1.8,6,6,1,1,1.5,100,6,2.2,1.3,1.5,Social Media,8,7.7,6.4
Patrick Watson,16,Male,9th,2.0,8.3,61,8,0.3,1,6,9,1,0.9,42,14,1.6,2.7,1.7,Other,8,5.2,5.8
Miranda Lee,15,Male,7th,11.0,8.1,75,8,0.3,8,7,8,1,0.3,139,19,3.2,4.0,1.2,Social Media,5,4.1,10.0
Adam Berry,14,Male,8th,4.3,9.3,93,9,0.0,4,3,2,0,1.5,106,18,3.6,0.0,1.0,Education,7,4.5,9.0
Carol Hughes,16,Other,7th,2.5,6.2,100,0,1.0,3,5,10,0,0.5,115,16,2.7,1.0,2.0,Gaming,4,1.2,8.6
Richard Williams,18,Male,9th,8.5,4.9,63,4,1.4,3,7,5,0,1.0,90,18,2.0,0.0,0.9,Other,2,6.8,10.0
Jamie Salas,15,Female,7th,10.6,7.5,81,9,2.5,9,8,8,0,0.0,39,12,1.1,2.4,0.5,Other,7,2.5,10.0
Elizabeth Olson,15,Female,7th,8.9,3.5,91,3,1.5,8,4,6,0,1.2,77,6,1.2,1.4,1.1,Social Media,5,8.1,10.0
Jennifer Myers MD,18,Female,12th,4.7,7.2,84,8,0.6,1,9,3,1,1.4,61,19,3.7,2.2,1.1,Browsing,5,5.7,10.0
Thomas Kim,14,Male,10th,8.9,6.5,75,0,0.8,5,9,1,1,0.5,64,20,3.8,1.3,1.5,Other,2,8.4,10.0
Theresa Thompson,17,Other,9th,5.8,5.6,83,0,0.1,3,2,5,1,1.3,136,15,1.6,2.0,1.0,Education,1,6.8,10.0
Michael Diaz,18,Male,9th,2.6,8.8,55,8,0.9,5,9,4,1,0.3,132,14,2.1,2.3,2.1,Browsing,6,3.9,8.0
Raymond Williams,19,Male,7th,7.1,6.3,63,9,1.2,9,4,10,1,2.2,137,16,3.2,1.3,0.2,Education,3,7.1,10.0
Patricia Smith,16,Female,9th,7.9,7.6,68,0,2.4,4,9,6,1,0.7,32,18,2.5,2.0,0.4,Social Media,6,7.0,10.0
Ronnie Allen,15,Male,12th,5.1,6.5,58,5,0.0,7,1,4,1,0.5,99,18,1.4,2.6,1.1,Gaming,3,7.7,10.0
Joseph Smith,17,Male,9th,6.4,4.0,72,7,0.0,7,6,4,1,0.6,78,7,4.9,2.4,1.3,Social Media,10,7.4,10.0
Kaitlin Riley,15,Male,9th,8.2,8.7,84,8,0.5,3,3,5,1,0.8,78,17,1.1,3.6,1.3,Browsing,10,6.6,10.0
Lauren Chung,16,Female,8th,4.1,9.5,51,6,2.0,4,7,6,1,0.8,56,6,1.6,1.0,0.8,Browsing,1,6.1,4.3
Troy Mann,14,Female,8th,6.7,7.6,79,5,0.7,4,4,5,0,0.7,112,20,2.2,1.4,0.3,Education,4,1.5,10.0
Ryan Salas,16,Other,10th,5.8,6.2,66,10,0.9,4,3,9,1,1.2,135,5,2.2,0.2,1.1,Other,1,6.6,8.8
Nicole Long,15,Female,11th,3.2,6.8,63,3,0.0,4,9,1,1,0.6,126,19,2.8,3.1,0.6,Other,1,4.9,10.0
Mary Murphy,16,Male,8th,4.1,9.3,54,10,0.6,5,7,2,0,1.6,73,12,4.1,0.0,0.6,Browsing,6,4.7,7.4
Gary Jones,18,Male,9th,2.9,3.9,60,9,0.7,4,8,10,1,0.3,87,15,1.4,0.7,2.2,Other,1,5.7,7.8
Justin Brown,19,Male,11th,4.4,6.4,77,8,1.7,8,10,2,0,0.5,144,13,2.9,0.7,2.0,Social Media,8,6.9,10.0
Abigail Lowery,18,Female,11th,6.5,8.9,68,7,1.5,4,3,9,0,1.5,20,9,2.4,0.6,1.0,Social Media,7,7.9,7.3
Tracey Barnes,13,Female,12th,5.7,7.9,50,3,3.4,5,8,5,1,1.1,47,14,2.8,2.1,0.4,Browsing,5,7.7,10.0
Alexandra Koch,16,Other,11th,4.9,5.8,94,4,0.2,2,6,7,1,1.6,58,14,1.9,1.2,0.1,Other,8,7.3,9.1
Jonathon Horton,13,Male,12th,4.7,7.5,83,9,0.9,4,1,7,1,0.9,149,11,1.7,2.5,0.1,Gaming,10,7.6,10.0
Andrew Huber,13,Male,11th,4.2,4.2,70,2,0.0,10,2,10,0,1.5,80,14,2.4,0.0,1.1,Other,4,4.6,8.9
Samantha Johnson,18,Other,11th,5.4,9.1,98,2,0.0,6,7,1,0,1.4,29,19,3.1,2.4,1.4,Education,3,3.9,10.0
Leah Collins,14,Other,9th,3.5,8.0,88,4,1.1,8,2,7,1,1.3,38,15,2.8,1.9,1.6,Browsing,5,6.4,8.0
